"team","eventname","score_change","score","event","ranking","region","season"
"Rapzers Esports","win_reg3",0,0,7,28,"mena","2021-2022"
"Rapzers Esports","win_maj",0,0,8,28,"mena","2021-2022"
"Rapzers Esports","spr_reg1",0,0,9,29,"mena","2021-2022"
"Rapzers Esports","spr_reg2",0,0,10,29,"mena","2021-2022"
"Rapzers Esports","spr_reg3",0,0,11,29,"mena","2021-2022"
"Rapzers Esports","spr_maj",0,0,12,29,"mena","2021-2022"
"Rise Up","fall_reg1",0,0,1,30,"mena","2021-2022"
"Rise Up","fall_reg2",0,0,2,29,"mena","2021-2022"
"Rise Up","fall_reg3",40,40,3,18,"mena","2021-2022"
"Rise Up","fall_maj",0,40,4,18,"mena","2021-2022"
"Rise Up","win_reg1",-40,0,5,29,"mena","2021-2022"
"Rise Up","win_reg2",0,0,6,32,"mena","2021-2022"
"Rise Up","win_reg3",0,0,7,29,"mena","2021-2022"
"Rise Up","win_maj",0,0,8,29,"mena","2021-2022"
"Rise Up","spr_reg1",0,0,9,30,"mena","2021-2022"
"Rise Up","spr_reg2",0,0,10,30,"mena","2021-2022"
"Rise Up","spr_reg3",0,0,11,30,"mena","2021-2022"
"Rise Up","spr_maj",0,0,12,30,"mena","2021-2022"
"Ruin Your Day","fall_reg1",0,0,1,31,"mena","2021-2022"
"Ruin Your Day","fall_reg2",0,0,2,30,"mena","2021-2022"
"Ruin Your Day","fall_reg3",0,0,3,29,"mena","2021-2022"
"Ruin Your Day","fall_maj",0,0,4,29,"mena","2021-2022"
"Ruin Your Day","win_reg1",60,60,5,19,"mena","2021-2022"
"Ruin Your Day","win_reg2",0,60,6,19,"mena","2021-2022"
"Ruin Your Day","win_reg3",-60,0,7,30,"mena","2021-2022"
"Ruin Your Day","win_maj",0,0,8,30,"mena","2021-2022"
"Ruin Your Day","spr_reg1",0,0,9,31,"mena","2021-2022"
"Ruin Your Day","spr_reg2",0,0,10,31,"mena","2021-2022"
"Ruin Your Day","spr_reg3",0,0,11,31,"mena","2021-2022"
"Ruin Your Day","spr_maj",0,0,12,31,"mena","2021-2022"
"ruthlessly","fall_reg1",70,70,1,12,"mena","2021-2022"
"ruthlessly","fall_reg2",-70,0,2,31,"mena","2021-2022"
"ruthlessly","fall_reg3",0,0,3,30,"mena","2021-2022"
"ruthlessly","fall_maj",0,0,4,30,"mena","2021-2022"
"ruthlessly","win_reg1",0,0,5,30,"mena","2021-2022"
"ruthlessly","win_reg2",0,0,6,33,"mena","2021-2022"
"ruthlessly","win_reg3",0,0,7,31,"mena","2021-2022"
"ruthlessly","win_maj",0,0,8,31,"mena","2021-2022"
"ruthlessly","spr_reg1",0,0,9,32,"mena","2021-2022"
"ruthlessly","spr_reg2",0,0,10,32,"mena","2021-2022"
"ruthlessly","spr_reg3",0,0,11,32,"mena","2021-2022"
"ruthlessly","spr_maj",0,0,12,32,"mena","2021-2022"
"Saudi Hurricane","fall_reg1",0,0,1,32,"mena","2021-2022"
"Saudi Hurricane","fall_reg2",0,0,2,32,"mena","2021-2022"
"Saudi Hurricane","fall_reg3",150,150,3,14,"mena","2021-2022"
"Saudi Hurricane","fall_maj",0,150,4,14,"mena","2021-2022"
"Saudi Hurricane","win_reg1",110,260,5,10,"mena","2021-2022"
"Saudi Hurricane","win_reg2",-260,0,6,34,"mena","2021-2022"
"Saudi Hurricane","win_reg3",0,0,7,32,"mena","2021-2022"
"Saudi Hurricane","win_maj",0,0,8,32,"mena","2021-2022"
"Saudi Hurricane","spr_reg1",0,0,9,33,"mena","2021-2022"
"Saudi Hurricane","spr_reg2",0,0,10,33,"mena","2021-2022"
"Saudi Hurricane","spr_reg3",0,0,11,33,"mena","2021-2022"
"Saudi Hurricane","spr_maj",0,0,12,33,"mena","2021-2022"
"Slow Gang","fall_reg1",150,150,1,7,"mena","2021-2022"
"Slow Gang","fall_reg2",110,260,2,8,"mena","2021-2022"
"Slow Gang","fall_reg3",-260,0,3,31,"mena","2021-2022"
"Slow Gang","fall_maj",0,0,4,31,"mena","2021-2022"
"Slow Gang","win_reg1",0,0,5,31,"mena","2021-2022"
"Slow Gang","win_reg2",0,0,6,35,"mena","2021-2022"
"Slow Gang","win_reg3",0,0,7,33,"mena","2021-2022"
"Slow Gang","win_maj",0,0,8,33,"mena","2021-2022"
"Slow Gang","spr_reg1",0,0,9,34,"mena","2021-2022"
"Slow Gang","spr_reg2",0,0,10,34,"mena","2021-2022"
"Slow Gang","spr_reg3",0,0,11,34,"mena","2021-2022"
"Slow Gang","spr_maj",0,0,12,34,"mena","2021-2022"
"Sudor Esports","fall_reg1",70,70,1,13,"mena","2021-2022"
"Sudor Esports","fall_reg2",0,70,2,16,"mena","2021-2022"
"Sudor Esports","fall_reg3",-70,0,3,32,"mena","2021-2022"
"Sudor Esports","fall_maj",0,0,4,32,"mena","2021-2022"
"Sudor Esports","win_reg1",0,0,5,32,"mena","2021-2022"
"Sudor Esports","win_reg2",0,0,6,36,"mena","2021-2022"
"Sudor Esports","win_reg3",0,0,7,34,"mena","2021-2022"
"Sudor Esports","win_maj",0,0,8,34,"mena","2021-2022"
"Sudor Esports","spr_reg1",0,0,9,35,"mena","2021-2022"
"Sudor Esports","spr_reg2",0,0,10,35,"mena","2021-2022"
"Sudor Esports","spr_reg3",0,0,11,35,"mena","2021-2022"
"Sudor Esports","spr_maj",0,0,12,35,"mena","2021-2022"
"T2K","fall_reg1",0,0,1,33,"mena","2021-2022"
"T2K","fall_reg2",0,0,2,33,"mena","2021-2022"
"T2K","fall_reg3",0,0,3,33,"mena","2021-2022"
"T2K","fall_maj",0,0,4,33,"mena","2021-2022"
"T2K","win_reg1",0,0,5,33,"mena","2021-2022"
"T2K","win_reg2",110,110,6,15,"mena","2021-2022"
"T2K","win_reg3",0,110,7,17,"mena","2021-2022"
"T2K","win_maj",0,110,8,17,"mena","2021-2022"
"T2K","spr_reg1",-110,0,9,36,"mena","2021-2022"
"T2K","spr_reg2",0,0,10,36,"mena","2021-2022"
"T2K","spr_reg3",0,0,11,36,"mena","2021-2022"
"T2K","spr_maj",0,0,12,36,"mena","2021-2022"
"Tornado","fall_reg1",40,40,1,16,"mena","2021-2022"
"Tornado","fall_reg2",-40,0,2,34,"mena","2021-2022"
"Tornado","fall_reg3",0,0,3,34,"mena","2021-2022"
"Tornado","fall_maj",0,0,4,34,"mena","2021-2022"
"Tornado","win_reg1",0,0,5,34,"mena","2021-2022"
"Tornado","win_reg2",0,0,6,37,"mena","2021-2022"
"Tornado","win_reg3",0,0,7,35,"mena","2021-2022"
"Tornado","win_maj",0,0,8,35,"mena","2021-2022"
"Tornado","spr_reg1",0,0,9,37,"mena","2021-2022"
"Tornado","spr_reg2",0,0,10,37,"mena","2021-2022"
"Tornado","spr_reg3",0,0,11,37,"mena","2021-2022"
"Tornado","spr_maj",0,0,12,37,"mena","2021-2022"
"Tuchel","fall_reg1",0,0,1,35,"mena","2021-2022"
"Tuchel","fall_reg2",0,0,2,36,"mena","2021-2022"
"Tuchel","fall_reg3",0,0,3,36,"mena","2021-2022"
"Tuchel","fall_maj",0,0,4,36,"mena","2021-2022"
"Tuchel","win_reg1",0,0,5,36,"mena","2021-2022"
"Tuchel","win_reg2",110,110,6,16,"mena","2021-2022"
"Tuchel","win_reg3",-110,0,7,37,"mena","2021-2022"
"Tuchel","win_maj",0,0,8,37,"mena","2021-2022"
"Tuchel","spr_reg1",0,0,9,38,"mena","2021-2022"
"Tuchel","spr_reg2",0,0,10,38,"mena","2021-2022"
"Tuchel","spr_reg3",0,0,11,38,"mena","2021-2022"
"Tuchel","spr_maj",0,0,12,38,"mena","2021-2022"
"Uchiha","fall_reg1",0,0,1,36,"mena","2021-2022"
"Uchiha","fall_reg2",150,150,2,11,"mena","2021-2022"
"Uchiha","fall_reg3",110,260,3,10,"mena","2021-2022"
"Uchiha","fall_maj",0,260,4,10,"mena","2021-2022"
"Uchiha","win_reg1",0,260,5,11,"mena","2021-2022"
"Uchiha","win_reg2",0,260,6,10,"mena","2021-2022"
"Uchiha","win_reg3",0,260,7,13,"mena","2021-2022"
"Uchiha","win_maj",0,260,8,13,"mena","2021-2022"
"Uchiha","spr_reg1",0,260,9,14,"mena","2021-2022"
"Uchiha","spr_reg2",0,260,10,14,"mena","2021-2022"
"Uchiha","spr_reg3",0,260,11,14,"mena","2021-2022"
"Uchiha","spr_maj",0,260,12,14,"mena","2021-2022"
"Wolves","fall_reg1",0,0,1,37,"mena","2021-2022"
"Wolves","fall_reg2",0,0,2,37,"mena","2021-2022"
"Wolves","fall_reg3",0,0,3,37,"mena","2021-2022"
"Wolves","fall_maj",0,0,4,37,"mena","2021-2022"
"Wolves","win_reg1",0,0,5,37,"mena","2021-2022"
"Wolves","win_reg2",60,60,6,20,"mena","2021-2022"
"Wolves","win_reg3",-60,0,7,38,"mena","2021-2022"
"Wolves","win_maj",0,0,8,38,"mena","2021-2022"
"Wolves","spr_reg1",0,0,9,39,"mena","2021-2022"
"Wolves","spr_reg2",0,0,10,39,"mena","2021-2022"
"Wolves","spr_reg3",0,0,11,39,"mena","2021-2022"
"Wolves","spr_maj",0,0,12,39,"mena","2021-2022"
"You're Throwing","fall_reg1",70,70,1,14,"mena","2021-2022"
"You're Throwing","fall_reg2",0,70,2,17,"mena","2021-2022"
"You're Throwing","fall_reg3",40,110,3,16,"mena","2021-2022"
"You're Throwing","fall_maj",0,110,4,16,"mena","2021-2022"
"You're Throwing","win_reg1",-40,70,5,17,"mena","2021-2022"
"You're Throwing","win_reg2",0,70,6,17,"mena","2021-2022"
"You're Throwing","win_reg3",0,70,7,18,"mena","2021-2022"
"You're Throwing","win_maj",0,70,8,18,"mena","2021-2022"
"You're Throwing","spr_reg1",0,70,9,21,"mena","2021-2022"
"You're Throwing","spr_reg2",0,70,10,22,"mena","2021-2022"
"You're Throwing","spr_reg3",0,70,11,23,"mena","2021-2022"
"You're Throwing","spr_maj",0,70,12,23,"mena","2021-2022"
"YT Immortals","fall_reg1",0,0,1,38,"mena","2021-2022"
"YT Immortals","fall_reg2",0,0,2,38,"mena","2021-2022"
"YT Immortals","fall_reg3",0,0,3,38,"mena","2021-2022"
"YT Immortals","fall_maj",0,0,4,38,"mena","2021-2022"
"YT Immortals","win_reg1",0,0,5,38,"mena","2021-2022"
"YT Immortals","win_reg2",60,60,6,21,"mena","2021-2022"
"YT Immortals","win_reg3",60,120,7,15,"mena","2021-2022"
"YT Immortals","win_maj",0,120,8,15,"mena","2021-2022"
"YT Immortals","spr_reg1",0,120,9,17,"mena","2021-2022"
"YT Immortals","spr_reg2",0,120,10,19,"mena","2021-2022"
"YT Immortals","spr_reg3",0,120,11,20,"mena","2021-2022"
"YT Immortals","spr_maj",0,120,12,20,"mena","2021-2022"
"Tokyo Verdy Esports","fall_reg1",301,301,1,1,"apacn","2021-2022"
"Tokyo Verdy Esports","fall_reg2",301,602,2,1,"apacn","2021-2022"
"Tokyo Verdy Esports","fall_reg3",301,903,3,1,"apacn","2021-2022"
"Tokyo Verdy Esports","fall_maj",80,983,4,1,"apacn","2021-2022"
"Tokyo Verdy Esports","win_reg1",300,1283,5,1,"apacn","2021-2022"
"Tokyo Verdy Esports","win_reg2",351,1634,6,1,"apacn","2021-2022"
"Tokyo Verdy Esports","win_reg3",351,1985,7,1,"apacn","2021-2022"
"Tokyo Verdy Esports","win_maj",0,1985,8,1,"apacn","2021-2022"
"Tokyo Verdy Esports","spr_reg1",401,2386,9,1,"apacn","2021-2022"
"Tokyo Verdy Esports","spr_reg2",350,2736,10,1,"apacn","2021-2022"
"Tokyo Verdy Esports","spr_reg3",350,3086,11,1,"apacn","2021-2022"
"Tokyo Verdy Esports","spr_maj",0,3086,12,1,"apacn","2021-2022"
"DeToNator","fall_reg1",150,150,1,6,"apacn","2021-2022"
"DeToNator","fall_reg2",250,400,2,2,"apacn","2021-2022"
"DeToNator","fall_reg3",200,600,3,3,"apacn","2021-2022"
"DeToNator","fall_maj",0,600,4,3,"apacn","2021-2022"
"DeToNator","win_reg1",260,860,5,3,"apacn","2021-2022"
"DeToNator","win_reg2",300,1160,6,3,"apacn","2021-2022"
"DeToNator","win_reg3",260,1420,7,3,"apacn","2021-2022"
"DeToNator","win_maj",120,1540,8,2,"apacn","2021-2022"
"DeToNator","spr_reg1",350,1890,9,2,"apacn","2021-2022"
"DeToNator","spr_reg2",401,2291,10,2,"apacn","2021-2022"
"DeToNator","spr_reg3",401,2692,11,2,"apacn","2021-2022"
"DeToNator","spr_maj",0,2692,12,2,"apacn","2021-2022"
"AGELITE","fall_reg1",150,150,1,5,"apacn","2021-2022"
"AGELITE","fall_reg2",200,350,2,5,"apacn","2021-2022"
"AGELITE","fall_reg3",200,550,3,4,"apacn","2021-2022"
"AGELITE","fall_maj",0,550,4,4,"apacn","2021-2022"
"AGELITE","win_reg1",351,901,5,2,"apacn","2021-2022"
"AGELITE","win_reg2",260,1161,6,2,"apacn","2021-2022"
"AGELITE","win_reg3",300,1461,7,2,"apacn","2021-2022"
"AGELITE","win_maj",0,1461,8,3,"apacn","2021-2022"
"AGELITE","spr_reg1",300,1761,9,3,"apacn","2021-2022"
"AGELITE","spr_reg2",300,2061,10,3,"apacn","2021-2022"
"AGELITE","spr_reg3",300,2361,11,3,"apacn","2021-2022"
"AGELITE","spr_maj",0,2361,12,3,"apacn","2021-2022"
"Xayfhers","fall_reg1",150,150,1,8,"apacn","2021-2022"
"Xayfhers","fall_reg2",150,300,2,7,"apacn","2021-2022"
"Xayfhers","fall_reg3",150,450,3,6,"apacn","2021-2022"
"Xayfhers","fall_maj",0,450,4,6,"apacn","2021-2022"
"Xayfhers","win_reg1",160,610,5,5,"apacn","2021-2022"
"Xayfhers","win_reg2",190,800,6,5,"apacn","2021-2022"
"Xayfhers","win_reg3",160,960,7,5,"apacn","2021-2022"
"Xayfhers","win_maj",0,960,8,5,"apacn","2021-2022"
"Xayfhers","spr_reg1",210,1170,9,5,"apacn","2021-2022"
"Xayfhers","spr_reg2",210,1380,10,4,"apacn","2021-2022"
"Xayfhers","spr_reg3",210,1590,11,4,"apacn","2021-2022"
"Xayfhers","spr_maj",0,1590,12,4,"apacn","2021-2022"
"Method2Madness","fall_reg1",200,200,1,4,"apacn","2021-2022"
"Method2Madness","fall_reg2",150,350,2,6,"apacn","2021-2022"
"Method2Madness","fall_reg3",70,420,3,7,"apacn","2021-2022"
"Method2Madness","fall_maj",0,420,4,7,"apacn","2021-2022"
"Method2Madness","win_reg1",110,530,5,6,"apacn","2021-2022"
"Method2Madness","win_reg2",110,640,6,6,"apacn","2021-2022"
"Method2Madness","win_reg3",110,750,7,6,"apacn","2021-2022"
"Method2Madness","win_maj",0,750,8,6,"apacn","2021-2022"
"Method2Madness","spr_reg1",130,880,9,6,"apacn","2021-2022"
"Method2Madness","spr_reg2",180,1060,10,5,"apacn","2021-2022"
"Method2Madness","spr_reg3",180,1240,11,5,"apacn","2021-2022"
"Method2Madness","spr_maj",0,1240,12,5,"apacn","2021-2022"
"SHIROGANE","fall_reg1",0,0,1,29,"apacn","2021-2022"
"SHIROGANE","fall_reg2",0,0,2,30,"apacn","2021-2022"
"SHIROGANE","fall_reg3",0,0,3,31,"apacn","2021-2022"
"SHIROGANE","fall_maj",0,0,4,31,"apacn","2021-2022"
"SHIROGANE","win_reg1",220,220,5,11,"apacn","2021-2022"
"SHIROGANE","win_reg2",220,440,6,9,"apacn","2021-2022"
"SHIROGANE","win_reg3",160,600,7,9,"apacn","2021-2022"
"SHIROGANE","win_maj",0,600,8,9,"apacn","2021-2022"
"SHIROGANE","spr_reg1",130,730,9,8,"apacn","2021-2022"
"SHIROGANE","spr_reg2",210,940,10,7,"apacn","2021-2022"
"SHIROGANE","spr_reg3",250,1190,11,6,"apacn","2021-2022"
"SHIROGANE","spr_maj",0,1190,12,6,"apacn","2021-2022"
"BLAST","fall_reg1",70,70,1,12,"apacn","2021-2022"
"BLAST","fall_reg2",40,110,2,12,"apacn","2021-2022"
"BLAST","fall_reg3",40,150,3,13,"apacn","2021-2022"
"BLAST","fall_maj",0,150,4,13,"apacn","2021-2022"
"BLAST","win_reg1",190,340,5,8,"apacn","2021-2022"
"BLAST","win_reg2",160,500,6,8,"apacn","2021-2022"
"BLAST","win_reg3",110,610,7,7,"apacn","2021-2022"
"BLAST","win_maj",0,610,8,7,"apacn","2021-2022"
"BLAST","spr_reg1",180,790,9,7,"apacn","2021-2022"
"BLAST","spr_reg2",180,970,10,6,"apacn","2021-2022"
"BLAST","spr_reg3",80,1050,11,7,"apacn","2021-2022"
"BLAST","spr_maj",0,1050,12,7,"apacn","2021-2022"
"True Parrots","fall_reg1",0,0,1,34,"apacn","2021-2022"
"True Parrots","fall_reg2",0,0,2,34,"apacn","2021-2022"
"True Parrots","fall_reg3",0,0,3,34,"apacn","2021-2022"
"True Parrots","fall_maj",0,0,4,34,"apacn","2021-2022"
"True Parrots","win_reg1",110,110,5,17,"apacn","2021-2022"
"True Parrots","win_reg2",160,270,6,12,"apacn","2021-2022"
"True Parrots","win_reg3",190,460,7,11,"apacn","2021-2022"
"True Parrots","win_maj",0,460,8,11,"apacn","2021-2022"
"True Parrots","spr_reg1",130,590,9,11,"apacn","2021-2022"
"True Parrots","spr_reg2",130,720,10,10,"apacn","2021-2022"
"True Parrots","spr_reg3",180,900,11,8,"apacn","2021-2022"
"True Parrots","spr_maj",0,900,12,8,"apacn","2021-2022"
"Aloha","fall_reg1",0,0,1,17,"apacn","2021-2022"
"Aloha","fall_reg2",150,150,2,11,"apacn","2021-2022"
"Aloha","fall_reg3",0,150,3,12,"apacn","2021-2022"
"Aloha","fall_maj",0,150,4,12,"apacn","2021-2022"
"Aloha","win_reg1",110,260,5,9,"apacn","2021-2022"
"Aloha","win_reg2",60,320,6,11,"apacn","2021-2022"
"Aloha","win_reg3",110,430,7,12,"apacn","2021-2022"
"Aloha","win_maj",0,430,8,12,"apacn","2021-2022"
"Aloha","spr_reg1",180,610,9,10,"apacn","2021-2022"
"Aloha","spr_reg2",130,740,10,9,"apacn","2021-2022"
"Aloha","spr_reg3",130,870,11,9,"apacn","2021-2022"
"Aloha","spr_maj",0,870,12,9,"apacn","2021-2022"
"Inside Joke","fall_reg1",110,110,1,10,"apacn","2021-2022"
"Inside Joke","fall_reg2",110,220,2,9,"apacn","2021-2022"
"Inside Joke","fall_reg3",110,330,3,8,"apacn","2021-2022"
"Inside Joke","fall_maj",0,330,4,8,"apacn","2021-2022"
"Inside Joke","win_reg1",160,490,5,7,"apacn","2021-2022"
"Inside Joke","win_reg2",60,550,6,7,"apacn","2021-2022"
"Inside Joke","win_reg3",60,610,7,8,"apacn","2021-2022"
"Inside Joke","win_maj",0,610,8,8,"apacn","2021-2022"
"Inside Joke","spr_reg1",80,690,9,9,"apacn","2021-2022"
"Inside Joke","spr_reg2",80,770,10,8,"apacn","2021-2022"
"Inside Joke","spr_reg3",80,850,11,10,"apacn","2021-2022"
"Inside Joke","spr_maj",0,850,12,10,"apacn","2021-2022"
"GracesBlaze Refine","fall_reg1",0,0,1,21,"apacn","2021-2022"
"GracesBlaze Refine","fall_reg2",0,0,2,23,"apacn","2021-2022"
"GracesBlaze Refine","fall_reg3",0,0,3,23,"apacn","2021-2022"
"GracesBlaze Refine","fall_maj",0,0,4,23,"apacn","2021-2022"
"GracesBlaze Refine","win_reg1",60,60,5,21,"apacn","2021-2022"
"GracesBlaze Refine","win_reg2",110,170,6,15,"apacn","2021-2022"
"GracesBlaze Refine","win_reg3",0,170,7,18,"apacn","2021-2022"
"GracesBlaze Refine","win_maj",0,170,8,18,"apacn","2021-2022"
"GracesBlaze Refine","spr_reg1",250,420,9,13,"apacn","2021-2022"
"GracesBlaze Refine","spr_reg2",130,550,10,11,"apacn","2021-2022"
"GracesBlaze Refine","spr_reg3",210,760,11,11,"apacn","2021-2022"
"GracesBlaze Refine","spr_maj",0,760,12,11,"apacn","2021-2022"
"NOR","fall_reg1",110,110,1,11,"apacn","2021-2022"
"NOR","fall_reg2",70,180,2,10,"apacn","2021-2022"
"NOR","fall_reg3",150,330,3,9,"apacn","2021-2022"
"NOR","fall_maj",0,330,4,9,"apacn","2021-2022"
"NOR","win_reg1",-330,0,5,29,"apacn","2021-2022"
"NOR","win_reg2",0,0,6,31,"apacn","2021-2022"
"NOR","win_reg3",190,190,7,15,"apacn","2021-2022"
"NOR","win_maj",0,190,8,15,"apacn","2021-2022"
"NOR","spr_reg1",130,320,9,14,"apacn","2021-2022"
"NOR","spr_reg2",130,450,10,14,"apacn","2021-2022"
"NOR","spr_reg3",130,580,11,13,"apacn","2021-2022"
"NOR","spr_maj",0,580,12,13,"apacn","2021-2022"
"MOTIMOTI GAMING","fall_reg1",0,0,1,25,"apacn","2021-2022"
"MOTIMOTI GAMING","fall_reg2",0,0,2,27,"apacn","2021-2022"
"MOTIMOTI GAMING","fall_reg3",110,110,3,16,"apacn","2021-2022"
"MOTIMOTI GAMING","fall_maj",0,110,4,16,"apacn","2021-2022"
"MOTIMOTI GAMING","win_reg1",110,220,5,10,"apacn","2021-2022"
"MOTIMOTI GAMING","win_reg2",110,330,6,10,"apacn","2021-2022"
"MOTIMOTI GAMING","win_reg3",220,550,7,10,"apacn","2021-2022"
"MOTIMOTI GAMING","win_maj",0,550,8,10,"apacn","2021-2022"
"MOTIMOTI GAMING","spr_reg1",0,550,9,12,"apacn","2021-2022"
"MOTIMOTI GAMING","spr_reg2",0,550,10,12,"apacn","2021-2022"
"MOTIMOTI GAMING","spr_reg3",0,550,11,14,"apacn","2021-2022"
"MOTIMOTI GAMING","spr_maj",0,550,12,14,"apacn","2021-2022"
"Team GanDerS","fall_reg1",0,0,1,32,"apacn","2021-2022"
"Team GanDerS","fall_reg2",0,0,2,32,"apacn","2021-2022"
"Team GanDerS","fall_reg3",70,70,3,19,"apacn","2021-2022"
"Team GanDerS","fall_maj",0,70,4,19,"apacn","2021-2022"
"Team GanDerS","win_reg1",0,70,5,19,"apacn","2021-2022"
"Team GanDerS","win_reg2",110,180,6,14,"apacn","2021-2022"
"Team GanDerS","win_reg3",0,180,7,17,"apacn","2021-2022"
"Team GanDerS","win_maj",0,180,8,17,"apacn","2021-2022"
"Team GanDerS","spr_reg1",80,260,9,15,"apacn","2021-2022"
"Team GanDerS","spr_reg2",250,510,10,13,"apacn","2021-2022"
"Team GanDerS","spr_reg3",80,590,11,12,"apacn","2021-2022"
"Team GanDerS","spr_maj",0,590,12,12,"apacn","2021-2022"
"Aqua","fall_reg1",0,0,1,18,"apacn","2021-2022"
"Aqua","fall_reg2",70,70,2,15,"apacn","2021-2022"
"Aqua","fall_reg3",0,70,3,18,"apacn","2021-2022"
"Aqua","fall_maj",0,70,4,18,"apacn","2021-2022"
"Aqua","win_reg1",60,130,5,14,"apacn","2021-2022"
"Aqua","win_reg2",0,130,6,16,"apacn","2021-2022"
"Aqua","win_reg3",60,190,7,14,"apacn","2021-2022"
"Aqua","win_maj",0,190,8,14,"apacn","2021-2022"
"Aqua","spr_reg1",0,190,9,16,"apacn","2021-2022"
"Aqua","spr_reg2",80,270,10,15,"apacn","2021-2022"
"Aqua","spr_reg3",130,400,11,15,"apacn","2021-2022"
"Aqua","spr_maj",0,400,12,15,"apacn","2021-2022"
"Rocket Kickers","fall_reg1",0,0,1,28,"apacn","2021-2022"
"Rocket Kickers","fall_reg2",0,0,2,29,"apacn","2021-2022"
"Rocket Kickers","fall_reg3",0,0,3,29,"apacn","2021-2022"
"Rocket Kickers","fall_maj",0,0,4,29,"apacn","2021-2022"
"Rocket Kickers","win_reg1",0,0,5,31,"apacn","2021-2022"
"Rocket Kickers","win_reg2",0,0,6,32,"apacn","2021-2022"
"Rocket Kickers","win_reg3",0,0,7,31,"apacn","2021-2022"
"Rocket Kickers","win_maj",0,0,8,31,"apacn","2021-2022"
"Rocket Kickers","spr_reg1",0,0,9,31,"apacn","2021-2022"
"Rocket Kickers","spr_reg2",80,80,10,19,"apacn","2021-2022"
"Rocket Kickers","spr_reg3",80,160,11,17,"apacn","2021-2022"
"Rocket Kickers","spr_maj",0,160,12,17,"apacn","2021-2022"
"Lucky Bounce","fall_reg1",40,40,1,15,"apacn","2021-2022"
"Lucky Bounce","fall_reg2",0,40,2,18,"apacn","2021-2022"
"Lucky Bounce","fall_reg3",-40,0,3,26,"apacn","2021-2022"
"Lucky Bounce","fall_maj",0,0,4,26,"apacn","2021-2022"
"Lucky Bounce","win_reg1",0,0,5,27,"apacn","2021-2022"
"Lucky Bounce","win_reg2",0,0,6,29,"apacn","2021-2022"
"Lucky Bounce","win_reg3",0,0,7,29,"apacn","2021-2022"
"Lucky Bounce","win_maj",0,0,8,29,"apacn","2021-2022"
"Lucky Bounce","spr_reg1",0,0,9,29,"apacn","2021-2022"
"Lucky Bounce","spr_reg2",0,0,10,30,"apacn","2021-2022"
"Lucky Bounce","spr_reg3",130,130,11,18,"apacn","2021-2022"
"Lucky Bounce","spr_maj",0,130,12,18,"apacn","2021-2022"
"RESOLUTE","fall_reg1",0,0,1,27,"apacn","2021-2022"
"RESOLUTE","fall_reg2",0,0,2,28,"apacn","2021-2022"
"RESOLUTE","fall_reg3",0,0,3,28,"apacn","2021-2022"
"RESOLUTE","fall_maj",0,0,4,28,"apacn","2021-2022"
"RESOLUTE","win_reg1",0,0,5,30,"apacn","2021-2022"
"RESOLUTE","win_reg2",60,60,6,20,"apacn","2021-2022"
"RESOLUTE","win_reg3",0,60,7,22,"apacn","2021-2022"
"RESOLUTE","win_maj",0,60,8,21,"apacn","2021-2022"
"RESOLUTE","spr_reg1",0,60,9,22,"apacn","2021-2022"
"RESOLUTE","spr_reg2",0,60,10,21,"apacn","2021-2022"
"RESOLUTE","spr_reg3",0,60,11,21,"apacn","2021-2022"
"RESOLUTE","spr_maj",0,60,12,21,"apacn","2021-2022"
"Benizakura","fall_reg1",110,110,1,9,"apacn","2021-2022"
"Benizakura","fall_reg2",-110,0,2,20,"apacn","2021-2022"
"Benizakura","fall_reg3",0,0,3,21,"apacn","2021-2022"
"Benizakura","fall_maj",0,0,4,21,"apacn","2021-2022"
"Benizakura","win_reg1",0,0,5,22,"apacn","2021-2022"
"Benizakura","win_reg2",0,0,6,22,"apacn","2021-2022"
"Benizakura","win_reg3",0,0,7,23,"apacn","2021-2022"
"Benizakura","win_maj",0,0,8,22,"apacn","2021-2022"
"Benizakura","spr_reg1",0,0,9,23,"apacn","2021-2022"
"Benizakura","spr_reg2",0,0,10,22,"apacn","2021-2022"
"Benizakura","spr_reg3",0,0,11,22,"apacn","2021-2022"
"Benizakura","spr_maj",0,0,12,22,"apacn","2021-2022"
"Dogma","fall_reg1",0,0,1,19,"apacn","2021-2022"
"Dogma","fall_reg2",0,0,2,21,"apacn","2021-2022"
"Dogma","fall_reg3",150,150,3,14,"apacn","2021-2022"
"Dogma","fall_maj",0,150,4,14,"apacn","2021-2022"
"Dogma","win_reg1",0,150,5,13,"apacn","2021-2022"
"Dogma","win_reg2",-150,0,6,23,"apacn","2021-2022"
"Dogma","win_reg3",60,60,7,20,"apacn","2021-2022"
"Dogma","win_maj",-60,0,8,23,"apacn","2021-2022"
"Dogma","spr_reg1",0,0,9,24,"apacn","2021-2022"
"Dogma","spr_reg2",0,0,10,23,"apacn","2021-2022"
"Dogma","spr_reg3",0,0,11,23,"apacn","2021-2022"
"Dogma","spr_maj",0,0,12,23,"apacn","2021-2022"
"Ex-GanDerS","fall_reg1",200,200,1,3,"apacn","2021-2022"
"Ex-GanDerS","fall_reg2",200,400,2,3,"apacn","2021-2022"
"Ex-GanDerS","fall_reg3",250,650,3,2,"apacn","2021-2022"
"Ex-GanDerS","fall_maj",0,650,4,2,"apacn","2021-2022"
"Ex-GanDerS","win_reg1",-650,0,5,23,"apacn","2021-2022"
